"kapitola";"věta";"rozsudek";"komentář"
"III";"„Poslední dobou, od té nehody, mi je nějak víc špatně, myslím duševně…";"PONECHAT";"Klíčové přiznání, zavádí zpověď, nesahat."
"III";"Řekněme, že se po většinu dne cítím celkem dobře, jenže jednou za čas přijde období, kdy se začnu propadat.";"PONECHAT";"Přesný, věrohodný popis depresivních epizod - silné a funkční."
"III";"V takových dnech se ráno probudím a cítím se uvnitř úplně mrtvý.";"PONECHAT";"Silná formulace, navíc ironicky předjímá, že je opravdu mrtvý (dramatická ironie pro čtenáře, který zná kap. I) - nesahat."
"III";"Mám pocit, jako by se stalo, nebo by se mělo stát, něco strašného a já nevím co.";"PONECHAT";"Funkční, věrohodné vyjádření úzkosti."
"III";"Pak tu jsou taky stavy úzkostí.";"UPRAVIT";"Trochu kostrbatý přechod (""pak tu jsou taky"") - zvážit plynulejší formulaci."
"III";"Začíná to stupňujícím se smutkem, ten pak přeroste v obavu a ta až v paniku.“";"PONECHAT";"Přesná gradace emocí, funguje jako klinicky věrohodný, ale poeticky formulovaný popis."
"III";"Zkontroloval doktora Garniera, jestli poslouchá.";"PONECHAT";"Krátké, funkční."
"III";"Ten ho jen mlčky vyzval k pokračování.";"PONECHAT";"Krátké, funkční."
"III";"„Další věc jsou noční můry,“ hlesl Tomáš.";"PONECHAT";"Funkční přechod ke klíčové pasáži snu."
"III";"„Skoro denně se mi vrací ten jeden a ten samý sen.";"UPRAVIT";"""Ten jeden a ten samý"" je mírně kostrbaté zdvojení - zvážit zjednodušit na ""stále stejný sen""."
"III";"Zdálo se mi o té autonehodě.";"PONECHAT";"Klíčová informace - poprvé se zmiňuje ""autonehoda"", propojuje s pozdějším odhalením Tomášovy smrti při autonehodě (kap. XII), nesahat."
"III";"Jen jsem ji v tom snu nepřežil a nejen to.";"PONECHAT";"Funkční, dramaticky ironické (čtenář z kap. I už ví, že Tomáš skutečně zemřel)."
"III";"Existoval jsem v jakémsi limbu, připomínajícím můj reálný život.";"PONECHAT";"Přesně popisuje Tomášovu skutečnou posmrtnou existenci v kap. I - sen je doslovné proroctví/zrcadlo reality, klíčové pro strukturu celé knihy, nesahat."
"III";"Chodil jsem po stropě, plazil se po stěnách a strašil Klárku.";"PONECHAT";"Groteskní, hororový obraz, funguje jako přehnaná verze skutečného hauntingu z kap. I."
"III";"Ta mě pak za to bila a spálila mi ruku tím, že mi držela dlaň na sporáku.";"PONECHAT";"Násilný, znepokojivý obraz - ukazuje potlačenou agresi/vinu ve vztahu, silné a funkční."
"III";"Přinutila mě vykopat nám dva hroby ve sklepě, uspala mě strejdovou puškou na zvěř, potřela mi ústa psí krví a pak na mě zavolala policii.";"PONECHAT";"Surrealistická, temná gradace - hutný, bizarní obraz, nesahat, funguje jako vrchol snové pasáže."
"III";"Taky se mi zdálo, že jsem byl připoután na operačním sále v jakémsi klášteře.";"PONECHAT";"PŘÍMÉ PROROCTVÍ scény z kap. XII (klášter, Garnier, Klára po sebevraždě) - toto je klíčová stavební linka celé knihy, sen z kap. III doslova předjímá finále. Nesahat, jde o nejdůležitější propojující pasáž v celé knize."
"III";"Kolem chodily řeholní sestry a zaživa mě pitvaly.";"PONECHAT";"Pokračuje přesné proroctví kap. XII (klášter, jeptišky) - jen s obráceným subjektem (tam pitvají/ošetřují Kláru, tady fantazijně Tomáše)."
"III";"Jedna z nich byla Klárka a ta to i dirigovala.";"PONECHAT";"Důležité - Klárka jako aktivní původce jeho utrpení ve snu, temný obraz viny/hněvu, nesahat."
"III";"V tom snu se objevuje i můj kolega Martin a z nějakého důvodu vždy spáchá sebevraždu.";"PONECHAT";"Zneklidňující detail - Martin (Tomášovo ""zrcadlo"" z kap. II) umírá ve snu vlastní rukou, možná předjímá, že i Martin skončí jako Tomáš. Ponechat jako otevřenou temnou linku."
"III";"Nakonec se i Klára pokusí o sebevraždu, ale nic se jí nestane.";"PONECHAT";"PŘÍMÉ PROROCTVÍ skutečné události z kap. XI/XII - Klářin pokus o sebevraždu. Klíčová věta pro celou stavbu knihy, nesahat."
"III";"Druhý den sedí s nohama na stole v kuchyni, vesele si pobrukuje a balí si cigarety.“";"PONECHAT";"Přesný odkaz na úvodní scénu kap. I (nohy na stole, broukání, balení cigaret) - sen se uzavírá cyklicky zpátky na začátek knihy. Mimořádně důležitá věta pro strukturu celé knihy, nesahat."
"III";"Garnier se po celou dobu ani nepohnul.";"PONECHAT";"Funkční, zlověstné ticho po zpovědi."
"III";"Když Tomáš skončil, suše konstatoval: „Vy jste naprosto v pořádku.";"PONECHAT";"Absurdní, znepokojivý závěr po tak temném snu - dobrá ironie/nekompetentnost Garniera."
"III";"Na vině je vaše přítelkyně.";"PONECHAT";"Klíčový moment - Garnier přesouvá vinu na Kláru, zavádí následující falešnou diagnózu."
"III";"Jste z ní vystresovaný.“";"PONECHAT";"Funkční uzavření promluvy."
"III";"„Cože? Jak to s ní souvisí?“";"PONECHAT";"Funkční reakce."
"III";"„Je nemocná.";"PONECHAT";"Krátké, dramatické."
"III";"Má Vögtliho syndrom.“";"PONECHAT";"Zavádí falešnou pseudodiagnózu - klíčový moment satiry na patologizaci mezilidských vztahů, nesahat."
"III";"Vögtliho syndrom: V Čechách známý spíš jako syndrom záchrany, postaru Záchranářský komplex.";"PONECHAT";"Úvod fiktivní encyklopedické definice - na rozdíl od klinické pasáže v kap. XII (plantární hyperémie) je tahle záměrně parodická a funguje jako satira na pseudovědecké psychologické nálepkování, ne jako omylem vklouzlý cizí rejstřík. Ponechat coby žánrovou hru."
"III";"V Jihomoravském kraji je používán výraz retung, odvozený z německého Rettungskomplex.";"PONECHAT";"Pokračuje parodická falešná odbornost, funguje."
"III";"Roku 1890 vydal švýcarský psychiatr a neurolog Dr. Heinrich Vögtli publikaci Psychiatrische Studien über die Besessenheit der Rettung (česky: Psychiatrické studie o posedlosti záchranou).";"PONECHAT";"Detailní falešná citace dodává parodii věrohodnost - funguje, i když je to nejdelší věta v pasáži."
"III";"Ve své práci podrobně popsal případ Marie X.";"PONECHAT";"Funkční přechod do fiktivní kazuistiky."
"III";"Marie X ovdověla ve třiceti dvou letech.";"UPRAVIT";"Celá následující kazuistika (o vdově Marii X) je vtipná parodie na psychiatrické studie, ale je poměrně dlouhá (10+ vět) na to, že jde o vsuvku před samotnou diagnózou Kláry - zvážit zkrácení kazuistiky o třetinu, aby scéna neztratila tempo."
"III";"Manžel jí zemřel náhle po dvou týdnech boje s blíže nespecifikovatelnou plicní infekcí.";"PONECHAT";"Funkční pokračování parodické kazuistiky."
"III";"Krátce nato se její syn Johann poranil na noze při práci na rodinném statku.";"PONECHAT";"Funkční, zavádí ústřední mechanismus poruchy (potřeba pečovat)."
"III";"Poranění ho na nějaký čas indisponovalo a prvních pár dní byl odkázán na péči své matky Marie X.";"SMAZAT";"Redundantní rozvedení už jasné informace (syn se zranil, matka pečuje) - zpomaluje kazuistiku bez nové informace."
"III";"Plně se zotavil po několika týdnech, ale Marie X byla přesto přesvědčena, že stav jejího syna je stále závažný a vyžaduje plnou péči.";"PONECHAT";"Klíčová věta - jádro poruchy (péče přetrvává i po vymizení důvodu), nesahat."
"III";"Během následujících měsíců se příznaky duševní choroby vytratily, ale po zhruba stejně dlouhé době se jí symptomy vrátily, a to v mnohem závažnější podobě.";"PONECHAT";"Funkční, popisuje cyklickou povahu poruchy."
"III";"Přišla s novými chorobami a svým opatrovnictvím syna vyloženě terorizovala.";"PONECHAT";"Silná pointa kazuistiky - péče jako forma násilí, tematicky rezonuje s celou knihou (viz i ""babka""/pes fantazie výše)."
"III";"Později byla dokonce přesvědčena, že by bylo lepší, aby její syn Johann zemřel.";"PONECHAT";"Šokující, temná gradace - dobrá pointa kazuistiky."
"III";"Choroba se dále projevuje depresí, návaly úzkosti a s tím spojenými dalšími obtížemi, jako je sebedestruktivní chování a uvažování, problémy se spánkem, porucha příjmu potravy, paranoia a v těžkých případech jsou možné i halucinace.";"UPRAVIT";"Uzavírající výčet symptomů je funkční parodie na DSM-příručkový jazyk, ale sedm položek za sebou je na jednu větu hodně - zvážit zkrácení výčtu na tři až čtyři nejvýraznější pro lepší úder."
"III";"Tomáš chvíli mlčel a koukal do země.";"PONECHAT";"Funkční, ukazuje dopad diagnózy."
"III";"„Toho jsem se bál, už jsem to tak trochu tušil.";"PONECHAT";"Funkční, věrohodná reakce."
"III";"A je to zaručené?“";"PONECHAT";"Funkční, hledá jistotu tam, kde není."
"III";"„Žádná diagnóza není stoprocentní, spíš tak třicetiprocentní, ale vaše přítelkyně je učebnicový příklad.";"PONECHAT";"Absurdní, nesmyslná statistika (""třicetiprocentní"") jako satira na falešnou vědeckost - dobrá pointa, nesahat."
"III";"Za svou čtyřicetiletou praxi jsem neviděl tak dokonalý příklad rettunga.";"PONECHAT";"Funkční, dodává Garnierovi zdánlivou autoritu."
"III";"Jste tu kvůli problému se stresem, to nic není.";"PONECHAT";"Klíčová věta - Garnier bagatelizuje Tomášovy vlastní potíže (temné foreshadowing jeho smrti, o kterou se nikdo nepostaral)."
"III";"Ale měli bychom řešit ji.“";"PONECHAT";"Uzavírá promluvu, přesouvá pozornost pryč od Tomáše."
"III";"„Asi byste rád věděl, co s tím, že?“ pokračoval doktor.";"PONECHAT";"Funkční přechod k výčtu léčebných možností."
"III";"„Máme na výběr několik možností.";"PONECHAT";"Funkční."
"III";"Začněme tou nultou.";"PONECHAT";"Krátké, funkční, byrokratické číslování."
"III";"Jde o konvenční léčbu hypnotiky, antidepresivy, benzodiazepiny, elektrošoky a podobně.";"PONECHAT";"Funkční klinický výčet - zde funguje, protože je vložen do Garnierovy přímé řeči (charakterizuje postavu), ne do vypravěčova hlasu."
"III";"Budu k vám naprosto upřímný, nezabere to ani trochu.";"PONECHAT";"Funkční, dobrá ironie (odmítá konvenční léčbu jako neúčinnou, přitom sám navrhne ještě absurdnější řešení)."
"III";"Dlouhodobé užívání léčiv může problémy jen prohlubovat.";"PONECHAT";"Funkční pokračování."
"III";"Elektroléčba, potápění ve studené vodě nebo temná komora mohou pacientku traumatizovat a mohla by být v domácnosti akorát agresivnější.“";"PONECHAT";"Absurdní, archaicky znějící metody (""temná komora"") jsou dobrá černá komedie, funguje."
"III";"„To máte jistě pravdu, taky si myslím, že prášky nejsou cesta,“ oddechl si Tomáš.";"PONECHAT";"Funkční, ukazuje jeho naivní důvěru."
"III";"„Popravdě jsem se i trochu bál, že s nimi začnete.";"PONECHAT";"Funkční."
"III";"Jsem rád, že jste jeden z těch rozumnějších lékařů.“";"PONECHAT";"Ironické - čtenář ví, že Garnier je cokoli, jen ne rozumný, dobrá dramatická ironie."
"III";"Garnier se usmál.";"PONECHAT";"Krátké gesto."
"III";"„Taky si myslím, že jsem.";"PONECHAT";"Funkční, samolibá odpověď."
"III";"Schoval jste doma všechny ostré předměty?“";"PONECHAT";"Náhlý obrat k praktické, důležité otázce - dobrý kontrast k předchozí absurditě, funguje jako varovný signál."
"III";"„Jen žiletky a břitvy, nože potřebujeme v kuchyni.";"PONECHAT";"Funkční, konkrétní."
"III";"A ano, kontroluji jí zápěstí.“";"PONECHAT";"Zavádí následující klíčovou scénu s fotografií."
"III";"V tu chvíli se Tomáš vyděsil, protože si na něco důležitého vzpomněl.";"PONECHAT";"Funkční, buduje napětí."
"III";"Začal horečně hrabat ve své tašce, kterou měl opřenou vedle židle.";"PONECHAT";"Konkrétní, dobré tempo."
"III";"„To jsem vám vlastně chtěl říct!";"PONECHAT";"Funkční, hektická replika."
"III";"Chtěl jsem vám zavolat hned, jak jsem to našel, ale nějak… nějak jsem prostě nezavolal,“ mumlal Tomáš, zatímco pátral pohmatem uvnitř.";"PONECHAT";"Dobré zadrhávání řeči (""nějak… nějak"") ukazuje jeho vinu/nervozitu, funguje."
"III";"„Tak jsem to alespoň vyfotil a nechal to expresně vyvolat tady o dvě ulice vedle ve fotolabu.“";"PONECHAT";"Konkrétní, věrohodný detail, dobré zakotvení scény."
"III";"Tomáš konečně našel, co hledal, a podal fotografii Garnierovi.";"PONECHAT";"Funkční, uzavírá hledání."
"III";"Doktor si snímek vzal a bedlivě si ho prohlížel; bylo na něm vyfoceno bílé ženské zápěstí, na kterém se rýsovaly podivné načervenalé čáry a otoky.";"PONECHAT";"Silný, znepokojivý vizuální detail, dobře zavádí následující rozuzlení."
"III";"„Koukám, že čáry jdou napříč, to je dobré,“ zhodnotil to klidně Garnier.";"PONECHAT";"KLÍČOVÁ věta pro strukturu celé knihy - ""napříč"" versus ""podélně"" se doslovně vrací v kap. XII, kde Garnier o skutečné, tentokrát smrtelné ráně řekne ""podélně, žádné dívčí škrábance přes šířku"". Tahle věta je temné, přesné proroctví, nesahat."
"III";"„Kdyby se chtěla zabít, musela by se říznout podélně.“";"PONECHAT";"Přímo předjímá způsob skutečné sebevraždy v kap. XII - mimořádně důležitá stavební linka, nesahat ani slovo."
"III";"„Taky si říkám,“ přitakal rozechvěle Tomáš.";"PONECHAT";"Funkční, dramaticky ironické (čtenář z pozdějších kapitol ví, že se to nakonec stane)."
"III";"Doktor Garnier se najednou začal potichu, ale hluboce smát.";"PONECHAT";"Znepokojivá reakce, dobře buduje nejednoznačnost Garnierovy postavy (co je vlastně vtipné?)."
"III";"Tělo se mu natřásalo a vypadalo to spíš jako sípání.";"PONECHAT";"Konkrétní, mírně zneklidňující tělesný detail smíchu."
"III";"Tomáše to zaskočilo.";"PONECHAT";"Krátké, funkční."
"III";"Chtěl se zeptat na vysvětlení, ale nebylo to nutné.";"PONECHAT";"Funkční přechod k vysvětlení."
"III";"„To nejsou řezné rány,“ řekl Garnier suše.";"PONECHAT";"Klíčový obrat - najednou zlehčuje to, co předtím bral vážně, dobrá nejednoznačnost."
"III";"„Jak to?“";"PONECHAT";"Krátké, funkční."
"III";"„To nevidíte?";"PONECHAT";"Funkční, útočná otázka."
"III";"Ty otoky a modřiny, takhle řezná rána nevypadá.";"PONECHAT";"Funkční vysvětlení."
"III";"To je od gumičky.“";"PONECHAT";"Klíčový twist - bagatelizace vážného problému, dobrá, znepokojivá pointa."
"III";"„Od gumičky?“";"PONECHAT";"Krátké, funkční ověření."
"III";"„Ano, od gumičky.";"PONECHAT";"Krátké potvrzení."
"III";"Klasické kuchyňské gumičky.";"PONECHAT";"Funkční upřesnění."
"III";"To se doporučuje třeba hraničářům, když to na ně přijde, vezmou si gumičku a cvrnkají si po zápěstí.";"PONECHAT";"Odborně znějící, ale znepokojivě lehkovážná informace - dobrá charakterizace Garnierovy nekompetentnosti/cynismu."
"III";"Je to celkem neškodná forma sebepoškozování.“";"PONECHAT";"Klíčová, mrazivá věta - bagatelizace sebepoškozování jako ""neškodného"", silná ironie vzhledem k pozdějšímu vývoji, nesahat."
"III";"Pacient se u toho cítí bezcenně, dělá to hezké červené rány, štípe to a pacienta to na chvíli uklidní.“";"UPRAVIT";"""Hezké"" u ""červených ran"" je zneklidňující, možná záměrně (Garnierova bezcitnost) - ponechat. Věta je ale poněkud přetížená čtyřmi tvrzeními za sebou, zvážit rozdělení."
"III";"„Uf.";"PONECHAT";"Krátké, funkční úleva."
"III";"To jsem si opravdu oddechl, pane doktore.“";"UPRAVIT";"""Opravdu"" je vycpávka - škrtnout, ""oddechl"" už nese informaci sám."
"III";"„To já taky,“ řekl Garnier a poklepal tlustým prstem na fotografii.";"PONECHAT";"Konkrétní gesto, dobrý detail."
"III";"„Ale když se tak dívám na ten snímek, znepokojuje mě na tom vlastně úplně jiná věc.“";"PONECHAT";"Zavádí poslední, klíčový twist kapitoly."
"III";"Tomáš měl nervy na dranc.";"PONECHAT";"Funkční, hovorová fráze."
